img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10
Pieza_05_foto208;5;208;279;281;281;258;226;229;306;306;306;306;45.878136200716845;45.55160142348755;45.55160142348755;49.6124031007752;56.63716814159292;55.89519650655022;41.830065359477125;41.830065359477125;41.830065359477125;41.830065359477125
Pieza_05_foto234;5;234;95;66;65;65;66;66;67;97;98;93;74.21875;51.11268939393939;50.78125;50.78125;50.78125;51.5625;51.5625;71.27094072164948;76.39508928571429;72.65625
Pieza_05_foto235;5;235;53;53;52;53;58;58;62;62;53;51;41.40625;41.170400943396224;40.625;39.84375;41.40625;44.935344827586206;43.535786290322584;42.76713709677419;40.079599056603776;39.84375
Pieza_05_foto27;5;27;149;144;132;123;96;96;91;69;69;58;85.23489932885906;88.19444444444444;95.32927702219041;91.08251712438384;47.24409448818898;74.81955380577428;65.68313576187592;49.788885085016545;51.43215793677964;44.21667119196307
Pieza_05_foto28;5;28;324;307;307;237;238;197;245;246;280;312;39.50617283950617;41.693811074918564;41.693811074918564;54.0084388185654;53.78151260504202;64.9746192893401;52.244897959183675;52.03252032520325;45.714285714285715;41.02564102564103
Pieza_05_foto4;5;4;105;105;96;89;76;70;60;50;44;34;82.03125;80.69196428571429;73.05501302083333;64.16783707865169;59.375;54.6875;44.401041666666664;37.703125;34.375;26.5625
Pieza_05_foto82;5;82;173;170;164;120;131;131;123;103;102;79;73.98843930635839;75.29411764705883;76.3719512195122;93.39192708333333;83.77266221374046;97.27457061068702;84.57190040650407;79.69508495145631;75.390625;44.19501582278481
Pieza_06_foto0123;6;123;144;144;144;144;144;144;144;144;144;144;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889;88.88888888888889
Pieza_06_foto0142;6;142;153;153;153;153;153;153;153;153;153;153;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425
Pieza_06_foto0194;6;194;54;54;55;55;55;57;58;59;60;61;42.1875;42.1875;42.59943181818182;42.96875;42.96875;43.75;44.53125;45.3125;46.09375;47.01588114754098
Pieza_06_foto0213;6;213;62;55;59;62;61;62;62;53;66;66;47.22782258064516;42.95454545454545;45.3125;48.4375;47.65625;47.946068548387096;47.34122983870968;41.40625;47.90482954545455;45.88068181818182
Pieza_06_foto055;6;55;57;57;59;56;55;65;65;60;62;54;43.77741228070175;44.53125;46.09375;43.75;42.96875;43.55769230769231;47.07932692307692;42.1875;48.4375;42.1875
Pieza_06_foto061;6;61;136;136;124;67;67;90;90;78;56;56;91.64751838235294;92.6470588235294;88.81678427419355;51.5625;52.34375;54.739583333333336;68.56770833333333;41.19591346153846;40.806361607142854;40.415736607142854
Pieza_06_foto123;6;123;144;136;128;111;111;96;79;59;49;47;88.88888888888889;94.11764705882354;91.876220703125;85.84600225225225;80.98958333333333;70.97981770833333;61.06606012658228;42.84957627118644;38.28125;35.03989361702128
Pieza_06_foto142;6;142;135;135;81;80;81;114;114;106;96;84;94.81481481481481;74.38078703703704;63.04976851851852;62.5;38.28125;77.30263157894737;86.32127192982456;79.79805424528301;71.20768229166667;63.541666666666664
Pieza_06_foto194;6;194;58;61;67;67;54;53;53;52;51;51;45.3125;46.157786885245905;49.18376865671642;43.9482276119403;42.1875;40.669221698113205;41.40625;40.625;39.84375;39.84375
Pieza_06_foto213;6;213;64;64;60;60;58;58;59;56;55;59;41.40625;49.06005859375;45.364583333333336;45.598958333333336;45.3125;45.3125;45.564088983050844;43.59654017857143;42.96875;43.73675847457627
Pieza_06_foto55;6;55;51;59;57;61;61;52;53;56;54;54;39.84375;41.326800847457626;40.446820175438596;39.84375;46.247438524590166;40.625;41.096698113207545;42.32700892857143;42.1875;42.1875
Pieza_06_foto61;6;61;132;144;144;144;152;152;146;152;152;152;96.96969696969697;88.88888888888889;88.88888888888889;88.88888888888889;84.21052631578948;84.21052631578948;87.67123287671232;84.21052631578948;84.21052631578948;84.21052631578948
Pieza_07_foto0;7;0;189;189;170;100;95;90;90;91;189;189;67.72486772486772;67.72486772486772;66.70496323529412;74.7890625;73.84868421052632;70.3125;69.77430555555556;70.4584478021978;51.20701058201058;67.72486772486772
Pieza_07_foto00;7;0;144;144;127;119;109;102;78;76;53;53;88.88888888888889;88.83463541666667;96.70890748031496;89.12158613445378;82.28927752293578;75.59742647058823;60.9375;58.84046052631579;41.40625;39.887971698113205
Pieza_07_foto01;7;1;279;278;257;254;244;233;220;209;195;186;45.878136200716845;46.0431654676259;49.80544747081712;50.39370078740158;52.459016393442624;54.93562231759657;58.18181818181818;61.24401913875598;65.64102564102564;68.81720430107526
Pieza_07_foto015;7;15;108;108;108;108;108;108;108;108;108;101;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;78.90625
Pieza_07_foto026;7;26;207;207;207;182;170;163;153;135;127;107;61.83574879227053;61.83574879227053;61.83574879227053;70.32967032967034;75.29411764705883;78.52760736196319;83.66013071895425;94.80324074074075;92.86417322834646;83.59375
Pieza_07_foto1;7;1;55;66;78;90;101;115;123;134;147;147;1.9886363636363635;6.131628787878788;11.658653846153847;17.682291666666668;24.419863861386137;33.349184782608695;37.385670731707314;44.64202425373134;54.639668367346935;57.48299319727891
Pieza_07_foto15;7;15;132;132;123;105;100;94;82;72;61;50;96.96969696969697;95.99313446969697;87.9001524390244;81.79315476190476;73.9921875;70.05485372340425;62.91920731707317;52.810329861111114;46.670081967213115;35.703125
Pieza_08_foto012;8;12;96;95;89;92;92;84;84;87;88;62;74.82096354166667;72.12993421052632;69.12745786516854;67.96875;68.70754076086956;64.08110119047619;64.18340773809524;49.91020114942529;68.68785511363636;48.4375
Pieza_08_foto013;8;13;76;75;79;79;70;70;65;59;59;59;59.375;58.59375;59.42444620253165;61.026503164556964;53.90625;54.6875;49.41105769230769;45.53760593220339;46.09375;45.45815677966102
Pieza_08_foto017;8;17;69;69;65;65;65;63;63;68;62;62;53.90625;52.10597826086956;47.70432692307692;50.78125;48.81009615384615;48.4375;48.8343253968254;51.78079044117647;46.875;48.4375
Pieza_08_foto018;8;18;61;65;65;61;60;61;61;59;54;59;47.65625;49.26682692307692;49.45913461538461;47.65625;46.875;46.990266393442624;46.50358606557377;46.04078389830509;42.1875;42.75688559322034
Pieza_08_foto019;8;19;91;91;88;83;88;88;86;86;86;78;71.09375;70.33825549450549;67.1786221590909;64.0625;66.5127840909091;68.75;67.1875;66.08829941860465;66.53343023255815;51.49238782051282
Pieza_08_foto07;8;7;85;81;77;71;69;65;60;59;59;59;66.02022058823529;61.68016975308642;57.700892857142854;55.083626760563384;53.03442028985507;47.45192307692308;46.875;45.35222457627118;46.09375;46.09375
Pieza_08_foto12;8;12;65;91;90;87;87;95;95;93;98;100;50.78125;71.03365384615384;58.66319444444444;66.30747126436782;66.81932471264368;70.0657894736842;70.92927631578948;71.81619623655914;73.98756377551021;77.4609375
Pieza_08_foto13;8;13;62;62;62;68;73;73;82;82;78;79;47.65625;48.4375;48.28629032258065;49.36810661764706;56.44263698630137;56.77440068493151;50.171493902439025;62.41425304878049;60.9375;61.71875
Pieza_08_foto14;8;14;55;55;55;57;56;58;59;59;67;73;42.96875;42.96875;42.96875;44.53125;43.75;44.27532327586207;46.09375;46.09375;49.312033582089555;56.77440068493151
Pieza_08_foto15;8;15;55;56;56;62;63;66;67;70;77;77;42.1875;43.75;43.75;46.32056451612903;48.697916666666664;50.80492424242424;52.16884328358209;53.85044642857143;54.6875;60.15625
Pieza_08_foto16;8;16;59;69;69;67;67;64;68;79;80;83;46.09375;48.177083333333336;47.305253623188406;49.16044776119403;51.43423507462686;49.755859375;50.505514705882355;59.81012658227848;62.5;63.41302710843374
Pieza_08_foto17;8;17;57;56;52;51;56;59;55;56;63;63;44.53125;42.898995535714285;39.84375;39.185049019607845;39.0625;46.09375;42.96875;42.96875;46.10615079365079;49.21875
Pieza_08_foto18;8;18;57;57;63;64;64;63;64;69;69;64;44.53125;44.53125;45.72172619047619;49.21875;49.81689453125;49.21875;49.71923828125;50.67934782608695;53.18161231884058;50.0
Pieza_08_foto19;8;19;82;86;89;89;97;97;86;91;94;94;48.951981707317074;64.78924418604652;67.62640449438203;69.46102528089888;71.43202319587628;69.88563144329896;66.40625;69.46256868131869;72.9471409574468;73.4375
Pieza_08_foto7;8;7;63;63;63;63;69;72;74;80;84;90;49.21875;49.21875;48.12748015873016;49.13194444444444;49.21875;55.02387152777778;57.25295608108108;59.43359375;63.625372023809526;68.31597222222223
Pieza_10_foto0104;10;104;82;104;112;112;108;107;79;75;88;88;58.59375;78.68088942307692;83.94252232142857;87.09542410714286;83.62268518518519;69.98393691588785;60.6309335443038;58.59375;68.2528409090909;46.57315340909091
Pieza_10_foto104;10;104;91;91;90;86;86;84;88;88;81;65;70.3125;71.09375;55.86805555555556;67.11482558139535;66.28815406976744;65.0297619047619;68.29723011363636;63.48544034090909;63.01118827160494;50.78125
Pieza_12_foto0146;12;146;72;74;74;73;65;84;87;87;71;64;53.90625;56.397804054054056;57.8125;52.622003424657535;50.78125;53.348214285714285;62.85919540229885;67.29525862068965;55.46875;50.0
Pieza_12_foto024;12;24;87;114;114;114;114;111;106;107;68;68;58.60272988505747;81.09237938596492;88.59649122807018;88.47313596491227;87.7467105263158;86.48648648648648;82.8125;83.41851635514018;53.125;49.551930147058826
Pieza_12_foto025;12;25;118;119;119;119;114;111;99;97;77;72;84.91128177966101;92.33849789915966;92.96875;89.83718487394958;88.41831140350877;84.12865990990991;75.98642676767676;67.51771907216495;57.3051948051948;52.571614583333336
Pieza_12_foto049;12;49;91;86;91;86;85;89;91;90;84;50;71.09375;67.1875;69.8231456043956;66.9876453488372;65.96507352941177;67.90730337078652;70.44986263736264;69.54861111111111;62.12797619047619;39.0625
Pieza_12_foto0490;12;490;71;70;70;68;68;68;68;66;61;56;55.46875;45.3125;54.453125;53.125;52.36672794117647;52.837775735294116;52.435661764705884;50.67471590909091;47.20799180327869;43.02455357142857
Pieza_12_foto0509;12;509;69;68;66;64;63;62;61;60;56;54;53.90625;52.78033088235294;51.5625;49.3408203125;49.18154761904762;48.4375;47.348872950819676;46.6796875;43.75;40.914351851851855
Pieza_12_foto0510;12;510;61;61;62;62;61;58;55;54;52;50;47.65625;47.11834016393443;47.84526209677419;48.4375;46.84938524590164;44.59859913793103;42.96875;42.1875;40.18930288461539;38.390625
Pieza_12_foto0525;12;525;73;73;73;71;70;68;65;61;58;58;57.03125;57.03125;55.78981164383562;55.46875;54.6875;52.49310661764706;49.57932692307692;47.15676229508197;45.3125;44.760237068965516
Pieza_12_foto0540;12;540;66;65;65;65;59;63;63;61;59;57;51.5625;50.27644230769231;48.04086538461539;50.78125;44.55773305084746;47.74305555555556;49.18154761904762;47.65625;45.246292372881356;43.54440789473684
Pieza_12_foto0541;12;541;64;64;58;65;65;65;65;62;60;57;50.0;48.5107421875;43.844288793103445;43.67788461538461;50.43269230769231;50.0;50.78125;47.88306451612903;46.471354166666664;43.70888157894737
Pieza_12_foto0557;12;557;65;65;64;62;61;60;59;57;54;51;50.78125;50.78125;50.0;48.4375;47.451331967213115;46.875;45.53760593220339;43.571820175438596;41.31944444444444;38.970588235294116
Pieza_12_foto0558;12;558;69;68;67;64;61;61;60;58;56;53;53.6231884057971;52.401194852941174;51.66744402985075;48.53515625;42.64856557377049;47.65625;46.1328125;44.800646551724135;43.289620535714285;40.96403301886792
Pieza_12_foto0576;12;576;90;90;90;90;90;77;90;90;90;90;70.3125;70.3125;70.3125;70.3125;70.3125;57.09212662337662;52.829861111111114;70.3125;70.3125;70.3125
Pieza_12_foto0592;12;592;80;79;77;75;74;72;71;70;59;57;62.5;61.46162974683544;60.15625;58.59375;57.274070945945944;56.25;55.46875;52.901785714285715;45.11387711864407;43.55811403508772
Pieza_12_foto0593;12;593;70;70;70;65;68;68;67;65;63;58;50.78125;54.6875;54.50892857142857;49.79567307692308;50.01148897058823;53.125;52.34375;50.74519230769231;48.51190476190476;45.3125
Pieza_12_foto0611;12;611;83;83;84;85;84;83;79;79;76;74;64.84375;64.84375;64.84375;66.37867647058823;64.97395833333333;63.43185240963855;61.71875;60.611155063291136;59.375;55.57432432432432
Pieza_12_foto0612;12;612;78;80;82;82;80;78;76;74;72;64;28.90625;61.54296875;63.77667682926829;64.0625;61.50390625;59.765625;58.64514802631579;57.8125;54.296875;48.20556640625
Pieza_12_foto0629;12;629;65;68;68;68;67;66;65;61;60;53;47.65625;52.045036764705884;53.125;53.125;52.34375;51.5625;50.40865384615385;47.65625;41.966145833333336;41.27358490566038
Pieza_12_foto0648;12;648;74;74;74;71;71;73;73;71;63;63;56.25;57.8125;56.50337837837838;48.778609154929576;53.587147887323944;55.811215753424655;57.03125;54.77552816901409;48.38789682539682;48.90873015873016
Pieza_12_foto0667;12;667;62;64;64;63;62;59;57;56;55;54;48.4375;49.49951171875;50.0;48.611111111111114;48.4375;45.11387711864407;44.0515350877193;43.75;42.96875;42.1875
Pieza_12_foto0685;12;685;64;64;64;63;62;61;58;56;54;51;50.0;50.0;49.4384765625;49.21875;48.4375;46.97745901639344;44.74676724137931;43.20591517857143;41.47858796296296;39.322916666666664
Pieza_12_foto0719;12;719;63;63;62;62;62;62;60;58;58;56;49.21875;48.78472222222222;48.4375;48.4375;48.4375;47.65625;46.875;45.3125;44.22144396551724;43.30357142857143
Pieza_12_foto0737;12;737;51;57;58;58;61;61;61;63;64;64;39.84375;39.84375;45.299030172413794;44.18103448275862;45.13319672131148;46.31147540983606;45.32530737704918;48.20188492063492;49.25537109375;49.4140625
Pieza_12_foto074;12;74;77;82;82;74;68;68;67;71;71;56;60.15625;60.15625;62.719131097560975;57.421875;53.125;53.125;49.230410447761194;53.11399647887324;49.526848591549296;42.368861607142854
Pieza_12_foto0774;12;774;79;78;76;72;70;65;51;55;58;57;61.71875;60.30649038461539;58.30592105263158;56.25;54.029017857142854;50.78125;39.84375;40.09943181818182;44.261853448275865;44.02412280701754
Pieza_12_foto095;12;95;76;71;72;72;67;71;71;65;63;53;58.23396381578947;53.90625;55.826822916666664;53.99305555555556;51.15438432835821;53.499119718309856;55.050616197183096;50.76923076923077;47.20982142857143;40.97877358490566
Pieza_12_foto096;12;96;64;68;68;61;59;63;63;81;61;57;49.49951171875;46.875;52.5735294117647;46.670081967213115;45.43167372881356;47.38343253968254;49.107142857142854;62.36496913580247;47.65625;44.53125
Pieza_12_foto146;12;146;68;74;87;87;87;69;76;78;78;75;52.653952205882355;57.8125;65.31968390804597;61.27873563218391;61.323635057471265;53.87228260869565;54.06044407894737;60.9375;59.39503205128205;56.25
Pieza_12_foto24;12;24;104;104;101;106;106;108;108;108;108;81;54.74759615384615;80.1983173076923;78.74381188118812;79.09787735849056;82.23024764150944;83.10908564814815;83.7890625;83.92650462962963;76.49739583333333;48.4375
Pieza_12_foto25;12;25;63;63;75;102;114;117;122;122;122;122;26.674107142857142;27.393353174603174;31.760416666666668;44.424019607843135;62.39720394736842;66.76014957264957;68.80122950819673;71.95184426229508;71.95184426229508;64.3890881147541
Pieza_12_foto49;12;49;81;78;84;84;82;84;82;80;79;85;62.95331790123457;60.15625;64.51822916666667;64.8530505952381;64.0625;65.45758928571429;62.5;58.583984375;61.71875;66.20404411764706
Pieza_12_foto490;12;490;59;64;69;71;71;71;71;73;73;75;45.3125;49.18212890625;52.37771739130435;54.48943661971831;55.46875;54.6875;55.46875;56.31421232876713;44.23159246575342;56.552083333333336
Pieza_12_foto509;12;509;57;59;63;64;65;66;67;70;71;72;43.75;45.828919491525426;48.549107142857146;49.2431640625;50.78125;51.08901515151515;51.5625;54.308035714285715;54.90757042253521;56.04383680555556
Pieza_12_foto510;12;510;53;55;57;58;61;64;65;65;64;65;40.742924528301884;42.1875;44.09265350877193;44.94881465517241;46.209016393442624;48.05908203125;50.78125;50.70913461538461;50.0;50.10817307692308
Pieza_12_foto524;12;524;55;58;60;61;63;65;66;67;68;68;41.40625;43.75;46.2890625;47.15676229508197;48.42509920634921;49.75961538461539;50.78125;51.97061567164179;52.34375;53.125
Pieza_12_foto525;12;525;52;52;55;59;62;64;66;67;67;68;39.84375;40.625;41.12215909090909;43.96186440677966;46.774193548387096;49.6826171875;50.47348484848485;51.5625;52.34375;52.5045955882353
Pieza_12_foto540;12;540;60;62;64;66;66;62;69;69;69;69;45.3125;47.089213709677416;48.7548828125;50.74573863636363;51.08901515151515;46.98840725806452;53.09103260869565;52.64945652173913;50.87182971014493;53.90625
Pieza_12_foto541;12;541;60;63;65;68;68;69;69;61;67;67;45.442708333333336;48.31349206349206;49.83173076923077;52.435661764705884;52.34375;52.34375;51.958786231884055;44.88985655737705;49.055503731343286;52.34375
Pieza_12_foto557;12;557;54;57;60;62;63;64;66;67;68;69;40.755208333333336;42.77686403508772;45.377604166666664;47.02620967741935;49.069940476190474;49.560546875;51.34943181818182;52.332089552238806;53.125;53.26086956521739
Pieza_12_foto558;12;558;56;59;61;63;64;64;67;70;71;72;42.96875;45.28601694915254;46.31147540983606;47.75545634920635;50.0;44.53125;48.997201492537314;53.761160714285715;54.6875;55.598958333333336
Pieza_12_foto576;12;576;90;92;92;91;79;97;101;104;104;105;69.765625;71.33152173913044;71.36548913043478;58.550824175824175;50.78125;74.35567010309278;74.69832920792079;80.0030048076923;81.25;81.52529761904762
Pieza_12_foto592;12;592;79;79;91;92;93;95;96;98;101;102;59.72112341772152;61.71875;68.81868131868131;71.875;72.63944892473118;73.74177631578948;74.98372395833333;76.41900510204081;77.86200495049505;79.23560049019608
Pieza_12_foto593;12;593;53;57;59;62;62;62;59;64;64;64;40.77240566037736;43.35252192982456;45.67002118644068;47.65625;48.4375;46.64818548387097;44.53125;48.7060546875;50.0;46.09375
Pieza_12_foto611;12;611;68;70;73;73;83;85;85;78;78;77;49.26470588235294;54.497767857142854;55.415239726027394;57.03125;64.30722891566265;65.74448529411765;61.76470588235294;60.9375;60.15625;60.15625
Pieza_12_foto612;12;612;57;66;68;70;72;74;76;76;74;72;44.394188596491226;46.472537878787875;52.95266544117647;53.90625;54.6875;56.408361486486484;59.200246710526315;59.375;57.326858108108105;53.13585069444444
Pieza_12_foto629;12;629;57;63;64;69;69;70;71;71;71;69;44.09265350877193;42.1875;50.0;51.65307971014493;53.90625;54.6875;55.149647887323944;55.46875;54.6875;50.31702898550725
Pieza_12_foto648;12;648;59;59;65;67;67;67;67;68;69;68;44.57097457627118;45.034427966101696;48.20913461538461;52.332089552238806;52.122201492537314;51.77238805970149;50.88619402985075;50.90762867647059;53.66847826086956;51.5625
Pieza_12_foto649;12;649;74;74;74;82;82;84;86;86;84;81;56.22888513513514;57.8125;50.61233108108108;55.144817073170735;64.0625;64.0625;66.58793604651163;66.22456395348837;65.625;63.28125
Pieza_12_foto667;12;667;57;58;60;60;62;65;66;67;67;65;44.53125;45.3125;45.7421875;46.875;46.57258064516129;50.78125;50.78125;51.99393656716418;52.34375;50.78125
Pieza_12_foto685;12;685;54;57;59;61;64;65;66;67;67;67;41.40625;42.87280701754386;45.219809322033896;46.875;48.69384765625;50.625;51.5625;51.60914179104478;52.34375;52.34375
Pieza_12_foto719;12;719;59;61;61;63;65;66;65;65;66;66;45.3125;46.09375;47.65625;49.15674603174603;49.375;51.5625;50.78125;50.78125;50.78125;51.5625
Pieza_12_foto737;12;737;67;67;66;64;64;64;61;62;60;55;50.88619402985075;52.08722014925373;50.911458333333336;48.20556640625;47.66845703125;49.8046875;46.09375;48.39969758064516;42.747395833333336;42.55681818181818
Pieza_12_foto74;12;74;59;60;70;70;74;74;77;86;86;80;44.53125;46.432291666666664;52.857142857142854;52.86830357142857;56.50337837837838;55.46875;58.23863636363637;62.94513081395349;63.69912790697674;62.5
Pieza_12_foto774;12;774;78;79;72;72;86;91;93;98;100;100;59.95592948717949;57.71360759493671;46.853298611111114;56.25;66.5515988372093;70.06353021978022;72.53024193548387;74.52168367346938;76.6015625;78.125
Pieza_12_foto95;12;95;61;66;68;74;74;70;75;75;75;79;47.182377049180324;48.25994318181818;52.7688419117647;55.479307432432435;57.14738175675676;53.90625;55.322916666666664;58.59375;56.260416666666664;59.22666139240506
Pieza_12_foto96;12;96;90;90;90;90;90;90;90;90;90;90;70.3125;70.3125;70.3125;70.3125;70.3125;70.3125;49.67881944444444;70.3125;70.3125;70.3125
Pieza_13_foto155;13;155;65;65;65;63;60;60;58;57;54;52;50.64903846153846;50.50480769230769;49.26682692307692;48.89632936507937;46.875;46.09375;45.3125;43.0921052631579;40.625;40.625
Pieza_13_foto156;13;156;67;66;65;63;63;62;60;59;57;55;52.1455223880597;51.5625;50.63701923076923;49.21875;48.74751984126984;47.41683467741935;46.875;45.51112288135593;43.69517543859649;40.96590909090909
Pieza_13_foto173;13;173;74;74;70;70;70;70;63;62;62;57;57.8125;57.801942567567565;54.6875;54.6875;54.6875;51.54017857142857;48.697916666666664;48.4375;46.736391129032256;44.53125
Pieza_13_foto174;13;174;62;62;60;60;60;60;59;56;54;51;48.4375;48.08467741935484;46.875;46.875;46.875;46.145833333333336;45.29925847457627;42.96875;41.420717592592595;39.84375
Pieza_13_foto196;13;196;63;61;62;60;60;59;58;58;57;54;49.069940476190474;47.65625;48.4375;45.3125;46.7578125;46.09375;44.53125;45.13739224137931;43.75;42.1875
Pieza_13_foto207;13;207;66;67;66;66;66;65;63;61;60;58;50.78125;52.34375;51.5625;51.5625;51.40861742424242;50.42067307692308;49.21875;46.13217213114754;46.875;44.53125
Pieza_13_foto221;13;221;57;57;57;60;60;54;53;53;50;50;44.53125;44.53125;44.53125;46.145833333333336;43.541666666666664;41.72453703703704;41.40625;40.33018867924528;39.0625;39.0625
Pieza_13_foto256;13;256;69;69;67;66;64;63;59;59;57;55;52.34375;53.781702898550726;51.5625;51.06534090909091;49.21875;47.482638888888886;46.09375;45.391949152542374;43.55811403508772;42.28693181818182
Pieza_13_foto267;13;267;51;51;65;63;62;60;60;58;56;55;39.84375;39.0625;50.78125;49.16914682539682;48.4375;46.875;45.364583333333336;45.150862068965516;42.96875;42.96875
Pieza_13_foto278;13;278;68;69;69;65;63;62;60;57;57;53;53.125;53.46467391304348;52.219202898550726;50.78125;48.4375;47.65625;45.260416666666664;44.53125;42.598684210526315;41.40625
Pieza_13_foto279;13;279;71;70;69;68;68;64;62;60;58;58;55.46875;54.140625;53.125;53.125;52.27481617647059;48.681640625;47.84526209677419;45.872395833333336;44.585129310344826;44.55818965517241
Pieza_13_foto302;13;302;71;71;69;64;63;61;59;57;54;51;55.46875;54.13732394366197;52.79664855072464;49.21875;48.697916666666664;47.41290983606557;45.44491525423729;43.91447368421053;41.623263888888886;39.84375
